"ROLE_ID","FUNCTION_CODE","ACCESS_RIGHT","CREATE_DATE","CREATOR_ACC_ID","UPDATE_DATE","UPDATE_BY_ACC_ID","OPTLOCK_VER","BEFORE_ACTIVE","AFTER_ACTIVE"
"9","ADJUSTMENT","","2018-11-08 16:51:12.715000",NULL,"2019-02-22 16:59:50.873000","4028816958dd6d840158e1a181f90099","2","NACT","NACT"
"9","DEPOSIT_CASH_OUT","","2018-11-08 16:51:12.697000",NULL,"2019-02-22 16:59:50.892000","4028816958dd6d840158e1a181f90099","2","NACT","NACT"
"9","ENQUIRY","","2018-11-08 16:51:12.682000",NULL,"2019-02-22 16:59:50.909000","4028816958dd6d840158e1a181f90099","2","NACT","NACT"
"9","MONEY_POOL_DETAIL_TRANSACTION","","2018-11-08 16:51:12.667000",NULL,"2019-02-22 16:59:50.930000","4028816958dd6d840158e1a181f90099","2","NACT","NACT"
"9","MONEY_POOL_LISTING","","2018-11-08 16:51:12.653000",NULL,"2019-02-22 16:59:50.948000","4028816958dd6d840158e1a181f90099","2","NACT","NACT"
"9","PREPRODUCTION","","2018-11-08 16:51:12.639000",NULL,"2019-02-22 16:59:50.968000","4028816958dd6d840158e1a181f90099","2","NACT","NACT"
"9","PRODUCTION","","2018-11-08 16:51:12.623000",NULL,"2019-02-22 16:59:50.986000","4028816958dd6d840158e1a181f90099","2","NACT","NACT"
"9","USER_ACCOUNT","RW","2018-11-08 16:51:12.605000",NULL,"2019-02-22 16:59:51.004000","4028816958dd6d840158e1a181f90099","2","NACT","NACT"
"9","USER_ROLE","RW","2018-11-08 16:51:12.589000",NULL,"2019-02-22 16:59:51.027000","4028816958dd6d840158e1a181f90099","2","NACT","NACT"
"10","ADJUSTMENT","","2018-11-08 17:00:45.941000",NULL,"2018-11-08 17:02:19.218000","4028816958dd6d840158e1a181f90002","1","NACT","NACT"
"10","DEPOSIT_CASH_OUT","","2018-11-08 17:00:45.902000",NULL,"2018-11-08 17:02:19.233000","4028816958dd6d840158e1a181f90002","1","NACT","NACT"
"10","ENQUIRY","RW","2018-11-08 17:00:45.889000",NULL,"2018-11-08 17:02:19.248000","4028816958dd6d840158e1a181f90002","1","NACT","NACT"
"10","MONEY_POOL_DETAIL_TRANSACTION","RW","2018-11-08 17:00:45.876000",NULL,"2018-11-08 17:02:19.263000","4028816958dd6d840158e1a181f90002","1","NACT","NACT"
"10","MONEY_POOL_LISTING","RW","2018-11-08 17:00:45.864000",NULL,"2018-11-08 17:02:19.278000","4028816958dd6d840158e1a181f90002","1","NACT","NACT"
"10","PREPRODUCTION","RW","2018-11-08 17:00:45.851000",NULL,"2018-11-08 17:02:19.293000","4028816958dd6d840158e1a181f90002","1","NACT","NACT"
"10","PRODUCTION","RW","2018-11-08 17:00:45.837000",NULL,"2018-11-08 17:02:19.308000","4028816958dd6d840158e1a181f90002","1","NACT","NACT"
"10","USER_ACCOUNT","","2018-11-08 17:00:45.819000",NULL,"2018-11-08 17:02:19.322000","4028816958dd6d840158e1a181f90002","1","NACT","NACT"
